,,,,,,,,,,,,,,,,
,26.02.25(수),,260,주초,주말,TIGER 미국나스닥100 주종가,지수 추세,시장 평가,,Date,TIGER 미국나스닥100 ,Date,KODEX 미국나스닥100레버리지(합성 H),TIGER 미국나스닥100레버리지(합성),ACE 미국빅테크TOP7 Plus레버리지(합성),TIMEFOLIO 미국나스닥100액티브
,21.05.05(수),,,13.08.26(월),13.08.30(금),"₩15,335","₩14,880",-2.97%,,11.05.25(수),"₩11,070",22.08.16(화),"₩6,395","₩10,905",,"₩11,290"
,21.05.19(수),,,13.09.02(월),13.09.06(금),"₩15,255","₩14,924",-2.17%,,11.05.26(목),"₩11,015",22.08.17(수),"₩6,390","₩10,915",,"₩11,285"
,21.07.01(목),,,13.09.09(월),13.09.13(금),"₩15,325","₩14,970",-2.32%,,11.05.27(금),"₩11,030",22.08.18(목),"₩6,210","₩10,760",,"₩11,185"
,21.08.16(월),,,13.09.16(월),13.09.17(화),"₩15,265","₩14,997",-1.75%,,11.05.30(월),"₩11,055",22.08.19(금),"₩6,210","₩10,875",,"₩11,285"
,21.09.20(월),,,13.09.23(월),13.09.27(금),"₩15,545","₩15,062",-3.11%,,11.05.31(화),"₩11,045",22.08.22(월),"₩5,955","₩10,620",,"₩11,155"
,21.09.21(화),,,13.09.30(월),13.10.04(금),"₩15,350","₩15,105",-1.60%,,11.06.01(수),"₩11,155",22.08.23(화),"₩5,660","₩10,175",,"₩10,910"
,21.09.22(수),,,13.10.07(월),13.10.11(금),"₩15,340","₩15,146",-1.26%,,11.06.02(목),"₩10,995",22.08.24(수),"₩5,685","₩10,185",,"₩10,920"
,21.12.31(금),,,13.10.14(월),13.10.18(금),"₩15,590","₩15,193",-2.54%,,11.06.03(금),"₩10,970",22.08.25(목),"₩5,855","₩10,385",,"₩11,085"
,22.01.31(월),,,13.10.21(월),13.10.25(금),"₩15,875","₩15,246",-3.96%,,11.06.07(화),"₩10,795",22.08.26(금),"₩5,890","₩10,405",,"₩11,115"
,22.02.01(화),,,13.10.28(월),13.11.01(금),"₩15,985","₩15,301",-4.28%,,11.06.08(수),"₩10,685",22.08.29(월),"₩5,320","₩9,645",,"₩10,730"
,22.02.02(수),,,13.11.04(월),13.11.08(금),"₩15,730","₩15,348",-2.43%,,11.06.09(목),"₩10,705",22.08.30(화),"₩5,405","₩9,730",,"₩10,755"
,22.03.01(화),,,13.11.11(월),13.11.15(금),"₩16,185","₩15,405",-4.82%,,11.06.10(금),"₩10,725",22.08.31(수),"₩5,315","₩9,455",,"₩10,620"
,22.03.09(수),,,13.11.18(월),13.11.22(금),"₩16,055","₩15,458",-3.72%,,11.06.13(월),"₩10,580",22.09.01(목),"₩5,040","₩9,195",,"₩10,470"
,22.05.05(목),,,13.11.25(월),13.11.29(금),"₩16,490","₩15,519",-5.89%,,11.06.14(화),"₩10,565",22.09.02(금),"₩5,145","₩9,515",,"₩10,615"
,22.06.01(수),,,13.12.02(월),13.12.06(금),"₩16,385","₩15,578",-4.93%,,11.06.15(수),"₩10,700",22.09.05(월),"₩5,025","₩9,395",,"₩10,565"
,22.06.06(월),,,13.12.09(월),13.12.13(금),"₩16,230","₩15,631",-3.69%,,11.06.16(목),"₩10,560",22.09.06(화),"₩5,090","₩9,510",,"₩10,635"
,22.08.15(월),,,13.12.16(월),13.12.20(금),"₩16,500","₩15,690",-4.91%,,11.06.17(금),"₩10,485",22.09.07(수),"₩4,930","₩9,395",,"₩10,570"
,22.09.09(금),,,13.12.23(월),13.12.27(금),"₩16,865","₩15,755",-6.58%,,11.06.20(월),"₩10,430",22.09.08(목),"₩5,180","₩9,835",,"₩10,810"
,22.09.12(월),,,13.12.30(월),14.01.03(금),"₩16,630","₩15,815",-4.90%,,11.06.21(화),"₩10,435",22.09.13(화),"₩5,575","₩10,490",,"₩11,105"
,22.10.03(월),,,14.01.06(월),14.01.10(금),"₩16,805","₩15,877",-5.52%,,11.06.22(수),"₩10,610",22.09.14(수),"₩4,960","₩9,535",,"₩10,675"
,22.10.10(월),,,14.01.13(월),14.01.17(금),"₩17,035","₩15,943",-6.41%,,11.06.23(목),"₩10,555",22.09.15(목),"₩4,995","₩9,720",,"₩10,785"
,22.12.30(금),,,14.01.20(월),14.01.24(금),"₩17,310","₩16,013",-7.49%,,11.06.24(금),"₩10,665",22.09.16(금),"₩4,770","₩9,140",,"₩10,485"
,23.01.23(월),,,14.01.27(월),14.01.29(수),"₩16,795","₩16,060",-4.38%,,11.06.27(월),"₩10,555",22.09.19(월),"₩4,740","₩9,090",,"₩10,475"
,23.01.24(화),,,14.02.03(월),14.02.07(금),"₩16,710","₩16,127",-3.49%,,11.06.28(화),"₩10,655",22.09.20(화),"₩4,880","₩9,370",,"₩10,645"
,23.03.01(수),,,14.02.10(월),14.02.14(금),"₩17,215","₩16,192",-5.94%,,11.06.29(수),"₩10,800",22.09.21(수),"₩4,785","₩9,220",,"₩10,555"
,23.05.01(월),,,14.02.17(월),14.02.21(금),"₩17,525","₩16,263",-7.20%,,11.06.30(목),"₩10,740",22.09.22(목),"₩4,565","₩9,030",,"₩10,400"
,23.05.05(금),,,14.02.24(월),14.02.28(금),"₩17,500","₩16,332",-6.68%,,11.07.01(금),"₩10,865",22.09.23(금),"₩4,485","₩8,840",,"₩10,255"
,23.06.06(화),,,14.03.03(월),14.03.07(금),"₩17,575","₩16,401",-6.68%,,11.07.04(월),"₩11,000",22.09.26(월),"₩4,255","₩8,690",,"₩10,205"
,23.08.15(화),,,14.03.10(월),14.03.14(금),"₩17,440","₩16,466",-5.58%,,11.07.05(화),"₩11,015",22.09.27(화),"₩4,450","₩8,850",,"₩10,275"
,23.09.28(목),,,14.03.17(월),14.03.21(금),"₩17,770","₩16,537",-6.94%,,11.07.06(수),"₩11,045",22.09.28(수),"₩4,260","₩8,800",,"₩10,175"
,23.09.29(금),,,14.03.24(월),14.03.28(금),"₩16,965","₩16,590",-2.21%,,11.07.07(목),"₩11,075",22.09.29(목),"₩4,400","₩9,050",,"₩10,370"
,23.10.03(화),,,14.03.31(월),14.04.04(금),"₩17,160","₩16,646",-3.00%,,11.07.08(금),"₩11,145",22.09.30(금),"₩4,270","₩8,675",,"₩10,100"
,23.10.09(월),,,14.04.07(월),14.04.11(금),"₩16,155","₩16,679",3.25%,,11.07.11(월),"₩11,130",22.10.04(화),"₩4,390","₩8,860",,"₩10,250"
,23.12.25(월),,,14.04.14(월),14.04.18(금),"₩16,480","₩16,719",1.45%,,11.07.12(화),"₩11,020",22.10.05(수),"₩4,480","₩8,885",,"₩10,310"
,23.12.29(금),,,14.04.21(월),14.04.25(금),"₩16,590","₩16,760",1.03%,,11.07.13(수),"₩10,880",22.10.06(목),"₩4,545","₩8,930",,"₩10,310"
,24.01.01(월),,,14.04.28(월),14.05.02(금),"₩16,455","₩16,798",2.08%,,11.07.14(목),"₩10,855",22.10.07(금),"₩4,415","₩8,750",,"₩10,230"
,24.02.09(금),,,14.05.07(수),14.05.09(금),"₩16,070","₩16,826",4.71%,,11.07.15(금),"₩10,765",22.10.11(화),"₩4,005","₩8,205",,"₩9,905"
,24.02.12(월),,,14.05.12(월),14.05.16(금),"₩16,335","₩16,860",3.21%,,11.07.18(월),"₩10,950",22.10.12(수),"₩4,020","₩8,095",,"₩9,770"
,24.03.01(금),,,14.05.19(월),14.05.23(금),"₩16,620","₩16,899",1.68%,,11.07.19(화),"₩10,870",22.10.13(목),"₩3,920","₩7,985",,"₩9,770"
,24.04.10(수),,,14.05.26(월),14.05.30(금),"₩16,910","₩16,944",0.20%,,11.07.20(수),"₩11,090",22.10.14(금),"₩4,155","₩8,450",,"₩10,040"
,24.05.01(수),,,14.06.02(월),14.06.05(목),"₩17,050","₩16,984",-0.39%,,11.07.21(목),"₩11,025",22.10.17(월),"₩3,940","₩8,045",,"₩9,830"
,24.05.06(월),,,14.06.09(월),14.06.13(금),"₩17,065","₩17,036",-0.17%,,11.07.22(금),"₩11,080",22.10.18(화),"₩4,270","₩8,595",,"₩10,160"
,24.05.15(수),,,14.06.16(월),14.06.20(금),"₩17,250","₩17,085",-0.95%,,11.07.25(월),"₩11,200",22.10.19(수),"₩4,215","₩8,570",,"₩10,100"
,24.06.06(목),,,14.06.23(월),14.06.27(금),"₩17,270","₩17,134",-0.79%,,11.07.26(화),"₩11,160",22.10.20(목),"₩4,100","₩8,365",,"₩9,955"
,24.08.15(목),,,14.06.30(월),14.07.04(금),"₩17,580","₩17,188",-2.23%,,11.07.27(수),"₩11,140",22.10.21(금),"₩4,045","₩8,360",,"₩10,015"
,24.09.16(월),,,14.07.07(월),14.07.11(금),"₩17,555","₩17,241",-1.79%,,11.07.28(목),"₩10,905",22.10.24(월),"₩4,315","₩8,945",,"₩10,375"
,24.09.17(화),,,14.07.14(월),14.07.18(금),"₩17,840","₩17,298",-3.04%,,11.07.29(금),"₩10,910",22.10.25(화),"₩4,400","₩9,030",,"₩10,410"
,24.09.18(수),,,14.07.21(월),14.07.25(금),"₩18,265","₩17,362",-4.94%,,11.08.01(월),"₩10,955",22.10.26(수),"₩4,390","₩8,905",,"₩10,305"
,24.10.03(목),,,14.07.28(월),14.08.01(금),"₩18,000","₩17,421",-3.22%,,11.08.02(화),"₩10,795",22.10.27(목),"₩4,400","₩8,810",,"₩10,250"
,24.10.09(수),,,14.08.04(월),14.08.08(금),"₩17,755","₩17,474",-1.59%,,11.08.03(수),"₩10,600",22.10.28(금),"₩4,120","₩8,265",,"₩9,945"
,24.12.25(수),,,14.08.11(월),14.08.14(목),"₩18,085","₩17,525",-3.10%,,11.08.04(목),"₩10,815",22.10.31(월),"₩4,415","₩8,940",,"₩10,365"
,24.12.31(화),,,14.08.18(월),14.08.22(금),"₩18,400","₩17,595",-4.37%,,11.08.05(금),"₩10,360",22.11.01(화),"₩4,420","₩8,830",,"₩10,305"
,25.01.01(수),,,14.08.25(월),14.08.29(금),"₩18,380","₩17,657",-3.93%,,11.08.08(월),"₩10,140",22.11.02(수),"₩4,310","₩8,585",,"₩10,160"
,25.01.28(화),,,14.09.01(월),14.09.05(금),"₩18,510","₩17,721",-4.27%,,11.08.09(화),"₩9,825",22.11.03(목),"₩3,995","₩8,025",,"₩9,855"
,25.01.29(수),,,14.09.11(목),14.09.12(금),"₩18,860","₩17,789",-5.68%,,11.08.10(수),"₩10,260",22.11.04(금),"₩3,880","₩7,745",,"₩9,690"
,25.01.30(목),,,14.09.15(월),14.09.19(금),"₩19,125","₩17,862",-6.60%,,11.08.11(목),"₩10,035",22.11.07(월),"₩3,930","₩7,630",,"₩9,610"
,25.03.03(월),,,14.09.22(월),14.09.26(금),"₩18,680","₩17,926",-4.04%,,11.08.12(금),"₩10,145",22.11.08(화),"₩4,015","₩7,630",,"₩9,635"
,25.05.01(목),,,14.09.29(월),14.10.02(목),"₩18,860","₩17,985",-4.64%,,11.08.16(화),"₩10,300",22.11.09(수),"₩4,080","₩7,535",,"₩9,575"
,25.05.05(월),,,14.10.06(월),14.10.10(금),"₩18,845","₩18,056",-4.19%,,11.08.17(수),"₩10,260",22.11.10(목),"₩3,930","₩7,360",,"₩9,460"
,25.05.06(화),,,14.10.13(월),14.10.17(금),"₩17,900","₩18,102",1.13%,,11.08.18(목),"₩10,135",22.11.11(금),"₩4,520","₩7,835",,"₩9,700"
,25.06.06(금),,,14.10.20(월),14.10.24(금),"₩18,890","₩18,166",-3.83%,,11.08.19(금),"₩9,820",22.11.14(월),"₩4,545","₩7,945",,"₩9,720"
,25.08.15(금),,,14.10.27(월),14.10.31(금),"₩19,290","₩18,236",-5.47%,,11.08.22(월),"₩9,710",22.11.15(화),"₩4,630","₩7,965",,"₩9,785"
,25.10.03(금),,,14.11.03(월),14.11.07(금),"₩20,365","₩18,323",-10.03%,,11.08.23(화),"₩9,805",22.11.16(수),"₩4,660","₩8,130",,"₩9,850"
,25.10.06(월),,,14.11.10(월),14.11.14(금),"₩20,595","₩18,413",-10.59%,,11.08.24(수),"₩10,000",22.11.17(목),"₩4,575","₩8,170",,"₩9,815"
,25.10.07(화),,,14.11.17(월),14.11.21(금),"₩21,055","₩18,510",-12.09%,,11.08.25(목),"₩10,120",22.11.18(금),"₩4,510","₩8,030",,"₩9,815"
,25.10.08(수),,,14.11.24(월),14.11.28(금),"₩21,290","₩18,609",-12.59%,,11.08.26(금),"₩10,080",22.11.21(월),"₩4,480","₩8,175",,"₩9,805"
,25.10.09(목),,,14.12.01(월),14.12.05(금),"₩21,430","₩18,709",-12.70%,,11.08.29(월),"₩10,260",22.11.22(화),"₩4,420","₩8,065",,"₩9,800"
,25.12.25(목),,,14.12.08(월),14.12.12(금),"₩20,950","₩18,800",-10.26%,,11.08.30(화),"₩10,440",22.11.23(수),"₩4,525","₩8,205",,"₩9,930"
,25.12.31(수),,,14.12.15(월),14.12.19(금),"₩20,995","₩18,891",-10.02%,,11.08.31(수),"₩10,530",22.11.24(목),"₩4,640","₩8,125",,"₩9,880"
,,,,14.12.22(월),14.12.26(금),"₩21,130","₩18,983",-10.16%,,11.09.01(목),"₩10,500",22.11.25(금),"₩4,660","₩8,095",,"₩9,875"
,,,,14.12.29(월),15.01.02(금),"₩21,015","₩19,072",-9.25%,,11.09.02(금),"₩10,340",22.11.28(월),"₩4,485","₩7,970",,"₩9,790"
,,,,15.01.05(월),15.01.09(금),"₩20,645","₩19,154",-7.22%,,11.09.05(월),"₩10,095",22.11.29(화),"₩4,490","₩7,820",,"₩9,690"
,,,,15.01.12(월),15.01.16(금),"₩19,495","₩19,215",-1.44%,,11.09.06(화),"₩9,960",22.11.30(수),"₩4,395","₩7,530",,"₩9,515"
,,,,15.01.19(월),15.01.23(금),"₩20,650","₩19,295",-6.56%,,11.09.07(수),"₩10,220",22.12.01(목),"₩4,775","₩7,995",,"₩9,850"
,,,,15.01.26(월),15.01.30(금),"₩20,435","₩19,370",-5.21%,,11.09.08(목),"₩10,445",22.12.02(금),"₩4,735","₩7,945",,"₩9,765"
,,,,15.02.02(월),15.02.06(금),"₩20,690","₩19,448",-6.00%,,11.09.09(금),"₩10,460",22.12.05(월),"₩4,730","₩7,840",,"₩9,690"
,,,,15.02.09(월),15.02.13(금),"₩21,315","₩19,536",-8.35%,,11.09.14(수),"₩10,620",22.12.06(화),"₩4,565","₩7,855",,"₩9,720"
,,,,15.02.16(월),15.02.17(화),"₩21,565","₩19,602",-9.10%,,11.09.15(목),"₩10,990",22.12.07(수),"₩4,405","₩7,600",,"₩9,555"
,,,,15.02.23(월),15.02.27(금),"₩21,885","₩19,721",-9.89%,,11.09.16(금),"₩11,090",22.12.08(목),"₩4,345","₩7,475",,"₩9,480"
,,,,15.03.02(월),15.03.06(금),"₩21,850","₩19,814",-9.32%,,11.09.19(월),"₩11,220",22.12.09(금),"₩4,475","₩7,515",,"₩9,480"
,,,,15.03.09(월),15.03.13(금),"₩21,925","₩19,907",-9.21%,,11.09.20(화),"₩11,625",22.12.12(월),"₩4,385","₩7,410",,"₩9,450"
,,,,15.03.16(월),15.03.20(금),"₩22,245","₩20,004",-10.08%,,11.09.21(수),"₩11,595",22.12.13(화),"₩4,505","₩7,570",,"₩9,530"
,,,,15.03.23(월),15.03.27(금),"₩21,305","₩20,084",-5.73%,,11.09.22(목),"₩11,615",22.12.14(수),"₩4,635","₩7,690",,"₩9,595"
,,,,15.03.30(월),15.04.03(금),"₩21,085","₩20,161",-4.38%,,11.09.23(금),"₩11,525",22.12.15(목),"₩4,535","₩7,610",,"₩9,595"
,,,,15.04.06(월),15.04.10(금),"₩21,510","₩20,243",-5.89%,,11.09.26(월),"₩11,440",22.12.16(금),"₩4,235","₩7,115",,"₩9,265"
,,,,15.04.13(월),15.04.17(금),"₩21,385","₩20,322",-4.97%,,11.09.27(화),"₩11,555",22.12.19(월),"₩4,160","₩6,965",,"₩9,150"
,,,,15.04.20(월),15.04.24(금),"₩21,650","₩20,404",-5.75%,,11.09.28(수),"₩11,495",22.12.20(화),"₩3,970","₩6,500",,"₩8,865"
,,,,15.04.27(월),15.04.30(목),"₩21,420","₩20,473",-4.42%,,11.09.29(목),"₩11,495",22.12.21(수),"₩4,070","₩6,620",,"₩8,960"
,,,,15.05.04(월),15.05.08(금),"₩21,400","₩20,558",-3.93%,,11.09.30(금),"₩11,300",22.12.22(목),"₩4,165","₩6,675",,"₩9,015"
,,,,15.05.11(월),15.05.15(금),"₩21,820","₩20,640",-5.41%,,11.10.04(화),"₩10,910",22.12.23(금),"₩3,945","₩6,365",,"₩8,835"
,,,,15.05.18(월),15.05.22(금),"₩22,100","₩20,726",-6.22%,,11.10.05(수),"₩11,130",22.12.26(월),"₩3,980","₩6,340",,"₩8,795"
,,,,15.05.26(화),15.05.29(금),"₩22,485","₩20,816",-7.42%,,11.10.06(목),"₩11,335",22.12.27(화),"₩4,015","₩6,380",,"₩8,815"
,,,,15.06.01(월),15.06.05(금),"₩22,250","₩20,902",-6.06%,,11.10.07(금),"₩11,470",22.12.28(수),"₩3,845","₩6,065",,"₩8,650"
,,,,15.06.08(월),15.06.12(금),"₩22,355","₩20,988",-6.11%,,11.10.10(월),"₩11,450",22.12.29(목),"₩3,770","₩5,920",,"₩8,510"
,,,,15.06.15(월),15.06.19(금),"₩22,395","₩21,074",-5.90%,,11.10.11(화),"₩11,610",23.01.02(월),"₩3,825","₩6,080",,"₩8,690"
,,,,15.06.22(월),15.06.26(금),"₩22,470","₩21,160",-5.83%,,11.10.12(수),"₩11,745",23.01.03(화),"₩3,945","₩6,260",,"₩8,640"
,,,,15.06.29(월),15.07.03(금),"₩22,255","₩21,242",-4.55%,,11.10.13(목),"₩11,685",23.01.04(수),"₩3,895","₩6,175",,"₩8,610"
,,,,15.07.06(월),15.07.10(금),"₩22,240","₩21,322",-4.13%,,11.10.14(금),"₩11,850",23.01.05(목),"₩3,865","₩6,145",,"₩8,655"
,,,,15.07.13(월),15.07.17(금),"₩23,605","₩21,422",-9.25%,,11.10.17(월),"₩11,935",23.01.06(금),"₩3,790","₩5,995",,"₩8,615"
,,,,15.07.20(월),15.07.24(금),"₩24,090","₩21,528",-10.63%,,11.10.18(화),"₩11,735",23.01.09(월),"₩4,005","₩6,080",,"₩8,695"
,,,,15.07.27(월),15.07.31(금),"₩24,080","₩21,633",-10.16%,,11.10.19(수),"₩11,625",23.01.10(화),"₩3,990","₩6,085",,"₩8,710"
,,,,15.08.03(월),15.08.07(금),"₩23,700","₩21,731",-8.31%,,11.10.20(목),"₩11,560",23.01.11(수),"₩4,080","₩6,235",,"₩8,795"
,,,,15.08.10(월),15.08.13(목),"₩23,855","₩21,821",-8.53%,,11.10.21(금),"₩11,550",23.01.12(목),"₩4,225","₩6,470",,"₩8,870"
,,,,15.08.17(월),15.08.21(금),"₩23,315","₩21,921",-5.98%,,11.10.24(월),"₩11,635",23.01.13(금),"₩4,230","₩6,445",,"₩8,880"
,,,,15.08.24(월),15.08.28(금),"₩22,705","₩22,001",-3.10%,,11.10.25(화),"₩11,740",23.01.16(월),"₩4,310","₩6,480",,"₩8,930"
,,,,15.08.31(월),15.09.04(금),"₩22,410","₩22,076",-1.49%,,11.10.26(수),"₩11,615",23.01.17(화),"₩4,265","₩6,460",,"₩8,935"
,,,,15.09.07(월),15.09.11(금),"₩22,870","₩22,157",-3.12%,,11.10.27(목),"₩11,680",23.01.18(수),"₩4,345","₩6,575",,"₩8,990"
,,,,15.09.14(월),15.09.18(금),"₩22,885","₩22,237",-2.83%,,11.10.28(금),"₩11,650",23.01.19(목),"₩4,225","₩6,315",,"₩8,790"
,,,,15.09.21(월),15.09.25(금),"₩22,855","₩22,316",-2.36%,,11.10.31(월),"₩11,580",23.01.20(금),"₩4,190","₩6,270",,"₩8,780"
,,,,15.09.30(수),15.10.02(금),"₩22,205","₩22,384",0.81%,,11.11.01(화),"₩11,550",23.01.25(수),"₩4,465","₩6,675",,"₩9,065"
,,,,15.10.05(월),15.10.08(목),"₩22,365","₩22,449",0.38%,,11.11.02(수),"₩11,350",23.01.26(목),"₩4,580","₩6,820",,"₩9,175"
,,,,15.10.12(월),15.10.16(금),"₩22,385","₩22,535",0.67%,,11.11.03(목),"₩11,540",23.01.27(금),"₩4,630","₩6,930",,"₩9,280"
,,,,15.10.19(월),15.10.23(금),"₩22,790","₩22,618",-0.75%,,11.11.04(금),"₩11,570",23.01.30(월),"₩4,725","₩7,015",,"₩9,375"
,,,,15.10.26(월),15.10.30(금),"₩23,860","₩22,718",-4.78%,,11.11.07(월),"₩11,500",23.01.31(화),"₩4,560","₩6,820",,"₩9,205"
,,,,15.11.02(월),15.11.06(금),"₩23,935","₩22,820",-4.66%,,11.11.08(화),"₩11,585",23.02.01(수),"₩4,695","₩7,020",,"₩9,300"
,,,,15.11.09(월),15.11.13(금),"₩23,885","₩22,918",-4.05%,,11.11.09(수),"₩11,725",23.02.02(목),"₩5,020","₩7,380",,"₩9,545"
,,,,15.11.16(월),15.11.20(금),"₩24,115","₩23,023",-4.53%,,11.11.10(목),"₩11,500",23.02.03(금),"₩5,105","₩7,625",,"₩9,690"
,,,,15.11.23(월),15.11.27(금),"₩24,195","₩23,128",-4.41%,,11.11.11(금),"₩11,500",23.02.06(월),"₩5,035","₩7,800",,"₩9,755"
,,,,15.11.30(월),15.12.04(금),"₩23,965","₩23,231",-3.06%,,11.11.14(월),"₩11,680",23.02.07(화),"₩5,030","₩7,820",,"₩9,790"
,,,,15.12.07(월),15.12.11(금),"₩24,650","₩23,345",-5.30%,,11.11.15(화),"₩11,580",23.02.08(수),"₩5,225","₩8,195",,"₩9,980"
,,,,15.12.14(월),15.12.18(금),"₩24,380","₩23,455",-3.79%,,11.11.16(수),"₩11,735",23.02.09(목),"₩5,085","₩7,975",,"₩9,900"
,,,,15.12.21(월),15.12.24(목),"₩24,250","₩23,549",-2.89%,,11.11.17(목),"₩11,630",23.02.10(금),"₩4,920","₩7,770",,"₩9,740"
,,,,15.12.28(월),15.12.30(수),"₩24,695","₩23,650",-4.23%,,11.11.18(금),"₩11,375",23.02.13(월),"₩4,840","₩7,795",,"₩9,700"
,,,,16.01.04(월),16.01.08(금),"₩23,395","₩23,764",1.58%,,11.11.21(월),"₩11,265",23.02.14(화),"₩5,005","₩7,975",,"₩9,770"
,,,,16.01.11(월),16.01.15(금),"₩23,130","₩23,849",3.11%,,11.11.22(화),"₩11,200",23.02.15(수),"₩5,010","₩8,165",,"₩9,965"
,,,,16.01.18(월),16.01.22(금),"₩22,600","₩23,928",5.88%,,11.11.23(수),"₩11,140",23.02.16(목),"₩5,190","₩8,495",,"₩10,195"
,,,,16.01.25(월),16.01.29(금),"₩22,685","₩24,004",5.81%,,11.11.24(목),"₩11,060",23.02.17(금),"₩4,895","₩8,180",,"₩9,990"
,,,,16.02.01(월),16.02.05(금),"₩22,365","₩24,081",7.67%,,11.11.25(금),"₩11,060",23.02.20(월),"₩4,915","₩8,150",,"₩9,950"
,,,,16.02.11(목),16.02.12(금),"₩21,610","₩24,144",11.73%,,11.11.28(월),"₩11,110",23.02.21(화),"₩4,875","₩8,095",,"₩9,915"
,,,,16.02.15(월),16.02.19(금),"₩23,105","₩24,227",4.86%,,11.11.29(화),"₩11,285",23.02.22(수),"₩4,685","₩7,880",,"₩9,715"
,,,,16.02.22(월),16.02.26(금),"₩23,625","₩24,321",2.95%,,11.11.30(수),"₩11,085",23.02.23(목),"₩4,745","₩7,910",,"₩9,735"
,,,,16.02.29(월),16.03.04(금),"₩23,425","₩24,403",4.18%,,11.12.01(목),"₩11,425",23.02.24(금),"₩4,725","₩7,955",,"₩9,805"
,,,,16.03.07(월),16.03.11(금),"₩23,195","₩24,477",5.53%,,11.12.02(금),"₩11,465",23.02.27(월),"₩4,610","₩7,980",,"₩9,830"
,,,,16.03.14(월),16.03.18(금),"₩23,010","₩24,551",6.70%,,11.12.05(월),"₩11,485",23.02.28(화),"₩4,655","₩8,090",,"₩9,910"
,,,,16.03.21(월),16.03.25(금),"₩23,230","₩24,626",6.01%,,11.12.06(화),"₩11,550",23.03.02(목),"₩4,525","₩7,745",,"₩9,600"
,,,,16.03.28(월),16.04.01(금),"₩23,140","₩24,695",6.72%,,11.12.07(수),"₩11,575",23.03.03(금),"₩4,630","₩7,765",,"₩9,690"
,,,,16.04.04(월),16.04.08(금),"₩23,270","₩24,765",6.42%,,11.12.08(목),"₩11,565",23.03.06(월),"₩4,860","₩8,080",,"₩9,990"
,,,,16.04.11(월),16.04.15(금),"₩23,520","₩24,840",5.61%,,11.12.09(금),"₩11,485",23.03.07(화),"₩4,850","₩8,115",,"₩10,040"
,,,,16.04.18(월),16.04.22(금),"₩23,225","₩24,911",7.26%,,11.12.12(월),"₩11,660",23.03.08(수),"₩4,710","₩8,125",,"₩10,005"
,,,,16.04.25(월),16.04.29(금),"₩22,385","₩24,966",11.53%,,11.12.13(화),"₩11,680",23.03.09(목),"₩4,750","₩8,240",,"₩10,020"
,,,,16.05.02(월),16.05.04(수),"₩22,520","₩25,002",11.02%,,11.12.14(수),"₩11,620",23.03.10(금),"₩4,550","₩7,905",,"₩9,735"
,,,,16.05.09(월),16.05.13(금),"₩22,785","₩25,083",10.09%,,11.12.15(목),"₩11,375",23.03.13(월),"₩4,640","₩7,780",,"₩9,575"
,,,,16.05.16(월),16.05.20(금),"₩23,215","₩25,144",8.31%,,11.12.16(금),"₩11,380",23.03.14(화),"₩4,535","₩7,730",,"₩9,530"
,,,,16.05.23(월),16.05.27(금),"₩23,850","₩25,213",5.72%,,11.12.19(월),"₩11,530",23.03.15(수),"₩4,750","₩8,020",,"₩9,720"
,,,,16.05.30(월),16.06.03(금),"₩24,150","₩25,281",4.68%,,11.12.20(화),"₩11,455",23.03.16(목),"₩4,810","₩8,215",,"₩9,850"
,,,,16.06.07(화),16.06.10(금),"₩23,585","₩25,334",7.41%,,11.12.21(수),"₩11,545",23.03.17(금),"₩5,040","₩8,500",,"₩10,155"
,,,,16.06.13(월),16.06.17(금),"₩23,365","₩25,384",8.64%,,11.12.22(목),"₩11,420",23.03.20(월),"₩4,960","₩8,430",,"₩10,180"
,,,,16.06.20(월),16.06.24(금),"₩22,560","₩25,423",12.69%,,11.12.23(금),"₩11,550",23.03.21(화),"₩5,025","₩8,560",,"₩10,095"
,,,,16.06.27(월),16.07.01(금),"₩22,770","₩25,469",11.85%,,11.12.26(월),"₩11,620",23.03.22(수),"₩5,165","₩8,745",,"₩10,385"
,,,,16.07.04(월),16.07.08(금),"₩23,220","₩25,514",9.88%,,11.12.27(화),"₩11,650",23.03.23(목),"₩5,115","₩8,275",,"₩10,170"
,,,,16.07.11(월),16.07.15(금),"₩23,465","₩25,568",8.96%,,11.12.28(수),"₩11,700",23.03.24(금),"₩5,170","₩8,515",,"₩10,415"
,,,,16.07.18(월),16.07.22(금),"₩23,705","₩25,620",8.08%,,11.12.29(목),"₩11,540",23.03.27(월),"₩5,250","₩8,775",,"₩10,510"
,,,,16.07.25(월),16.07.29(금),"₩23,725","₩25,661",8.16%,,11.12.30(금),"₩11,540",23.03.28(화),"₩5,140","₩8,560",,"₩10,375"
,,,,16.08.01(월),16.08.05(금),"₩23,685","₩25,696",8.49%,,12.01.02(월),"₩11,570",23.03.29(수),"₩5,125","₩8,600",,"₩10,365"
,,,,16.08.08(월),16.08.12(금),"₩23,770","₩25,723",8.22%,,12.01.03(화),"₩11,590",23.03.30(목),"₩5,260","₩8,755",,"₩10,575"
,,,,16.08.16(화),16.08.19(금),"₩24,190","₩25,761",6.49%,,12.01.04(수),"₩11,750",23.03.31(금),"₩5,360","₩8,950",,"₩10,725"
,,,,16.08.22(월),16.08.26(금),"₩23,940","₩25,798",7.76%,,12.01.05(목),"₩11,760",23.04.03(월),"₩5,430","₩9,320",,"₩11,045"
